,Name,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,precio_medio,MinPrice_USD,MaxPrice_USD,Precio_medio_USD,Categoria_minimo,Categoria_maximo,Categoria_promedio,Nacion,Cuisine_2
3819,Somsak Pu Ob (Charoen Rat),Bangkok,750.0,750.0,THB,['Street Food'],100.495455,13.7254396,750.0,21.75,21.75,21.75,Medium,Low,Low,Thailand,Street Food
3820,Beer Hima (Prachachuen),Bangkok,900.0,900.0,THB,['Southern Thai'],100.54763,13.83997,900.0,26.1,26.1,26.1,Medium,Low,Low,Thailand,Southern Thai
3821,Phed Phed Bistro,Bangkok,900.0,900.0,THB,['Isan'],100.4439937,13.7671054,900.0,26.1,26.1,26.1,Medium,Low,Low,Thailand,Isan
3822,Jay Oh,Bangkok,400.0,400.0,THB,['Thai'],100.5225294,13.7424388,400.0,11.600000000000001,11.600000000000001,11.600000000000001,Low,Low,Low,Thailand,Thai
3823,Loukjaan by Saneh Jaan,Bangkok,800.0,800.0,THB,['Thai'],100.5435713,13.7372621,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Thai
3824,Thai Niyom,Bangkok,690.0,690.0,THB,['Thai'],100.549126,13.741953,690.0,20.01,20.01,20.01,Low,Low,Low,Thailand,Thai
3825,Chakki,Bangkok,180.0,180.0,THB,['Street Food'],100.539276,13.762816,180.0,5.220000000000001,5.220000000000001,5.220000000000001,Low,Low,Low,Thailand,Street Food
3826,Jok Prince,Bangkok,70.0,70.0,THB,['Street Food'],100.5161871,13.7209672,70.0,2.0300000000000002,2.0300000000000002,2.0300000000000002,Low,Low,Low,Thailand,Street Food
3827,Somyos,Bangkok,350.0,350.0,THB,['Street Food'],100.5977885,13.8209715,350.0,10.15,10.15,10.15,Low,Low,Low,Thailand,Street Food
3828,Watsana Khao Man Gai,Bangkok,200.0,200.0,THB,['Street Food'],100.4707495,13.6614705,200.0,5.800000000000001,5.800000000000001,5.800000000000001,Low,Low,Low,Thailand,Street Food
3829,Guay Tiew Mu Rung Rueang Tung,Bangkok,100.0,100.0,THB,['Street Food'],100.5704868,13.728376,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3830,Khanom Bueang Wan Phueng Noi (Chok Chai 4),Bangkok,35.0,35.0,THB,['Street Food'],100.60023,13.8160267,35.0,1.0150000000000001,1.0150000000000001,1.0150000000000001,Low,Low,Low,Thailand,Street Food
3831,Mae Khlong Hua Pla Mo Fai,Bangkok,1.1,1.1,THB,['Seafood'],100.4216636,13.7546526,1.1,0.031900000000000005,0.031900000000000005,0.031900000000000005,Low,Low,Low,Thailand,Seafood
3832,Lim Lao Ngow (China Town),Bangkok,50.0,50.0,THB,['Street Food'],100.510266,13.7374199,50.0,1.4500000000000002,1.4500000000000002,1.4500000000000002,Low,Low,Low,Thailand,Street Food
3833,Grim Nguan Noodle,Bangkok,200.0,200.0,THB,['Street Food'],100.4711462,13.7001591,200.0,5.800000000000001,5.800000000000001,5.800000000000001,Low,Low,Low,Thailand,Street Food
3834,Elvis Suki (Soi Yotse),Bangkok,100.0,100.0,THB,['Street Food'],100.5144761,13.7489129,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3835,Ongtong Khaosoi (Ari),Bangkok,250.0,250.0,THB,['Northern Thai'],100.54453,13.781163,250.0,7.25,7.25,7.25,Low,Low,Low,Thailand,Northern Thai
3836,Baan Phadthai,Bangkok,830.0,830.0,THB,['Thai'],100.51544,13.720825,830.0,24.07,24.07,24.07,Medium,Low,Low,Thailand,Thai
3837,Sanguan Sri,Bangkok,300.0,300.0,THB,['Thai'],100.5476529,13.7428051,300.0,8.700000000000001,8.700000000000001,8.700000000000001,Low,Low,Low,Thailand,Thai
3838,Guay Jub Ouan Pochana,Bangkok,100.0,100.0,THB,['Street Food'],100.5092826,13.7406007,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3839,Guay Jub Mr. Jo,Bangkok,70.0,70.0,THB,['Street Food'],100.514191,13.7091533,70.0,2.0300000000000002,2.0300000000000002,2.0300000000000002,Low,Low,Low,Thailand,Street Food
3840,Krua Apsorn (Sam Sen),Bangkok,700.0,700.0,THB,['Thai'],100.5064294,13.7742393,700.0,20.3,20.3,20.3,Low,Low,Low,Thailand,Thai
3841,Sa-at Sawoei (Kanchanapisek Road),Bangkok,100.0,100.0,THB,['Street Food'],100.4066988,13.6745737,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3842,Go-Ang Kaomunkai Pratunam (Pratunam),Bangkok,290.0,290.0,THB,['Street Food'],100.54208,13.749684,290.0,8.41,8.41,8.41,Low,Low,Low,Thailand,Street Food
3843,Plu,Bangkok,1.65,1.65,THB,['Thai'],100.536199,13.7219956,1.65,0.04785,0.04785,0.04785,Low,Low,Low,Thailand,Thai
3844,K. Panich,Bangkok,100.0,100.0,THB,['Street Food'],100.4983633,13.7520907,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3845,Somtum Khun Kan,Bangkok,630.0,630.0,THB,['Isan'],100.62123,13.685326,630.0,18.27,18.27,18.27,Low,Low,Low,Thailand,Isan
3846,Jidori Cuisine Ken,Bangkok,1.2,1.2,THB,['Japanese'],100.570145,13.728455,1.2,0.0348,0.0348,0.0348,Low,Low,Low,Thailand,Japanese
3847,Nai Mong Hoi Thod,Bangkok,100.0,100.0,THB,['Street Food'],100.5107643,13.7422585,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3848,Tung Sui Heng Pochana (Stadium One),Bangkok,500.0,500.0,THB,['Street Food'],100.5237754,13.7468255,500.0,14.5,14.5,14.5,Low,Low,Low,Thailand,Street Food
3849,Sanyod (Sathon-Bang Rak),Bangkok,900.0,900.0,THB,['Chinese'],100.5176358,13.7188299,900.0,26.1,26.1,26.1,Medium,Low,Low,Thailand,Chinese
3850,Nong Rim Klong,Bangkok,600.0,600.0,THB,['Street Food'],100.5886687,13.7413402,600.0,17.400000000000002,17.400000000000002,17.400000000000002,Low,Low,Low,Thailand,Street Food
3851,Weng (Woeng Nakhon Kasem),Bangkok,140.0,140.0,THB,['Street Food'],100.5040071,13.7443796,140.0,4.0600000000000005,4.0600000000000005,4.0600000000000005,Low,Low,Low,Thailand,Street Food
3852,Sae Phun,Bangkok,120.0,120.0,THB,['Street Food'],100.50015,13.75355,120.0,3.48,3.48,3.48,Low,Low,Low,Thailand,Street Food
3853,Baannai,Bangkok,900.0,900.0,THB,['Thai'],100.5304943,13.7797284,900.0,26.1,26.1,26.1,Medium,Low,Low,Thailand,Thai
3854,Here Hai,Bangkok,450.0,450.0,THB,['Street Food'],100.5863744,13.7302744,450.0,13.05,13.05,13.05,Low,Low,Low,Thailand,Street Food
3855,Bangkok Bold Kitchen (Central Embassy),Bangkok,650.0,650.0,THB,['Thai'],100.5472176,13.7438012,650.0,18.85,18.85,18.85,Low,Low,Low,Thailand,Thai
3856,Thien Duong,Bangkok,800.0,800.0,THB,['Vietnamese'],100.5358452,13.7271146,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Vietnamese
3857,100 Mahaseth (Si Phraya),Bangkok,1.2,1.7,THB,['Isan'],100.5183,13.729049,1.45,0.0348,0.049300000000000004,0.042050000000000004,Low,Low,Low,Thailand,Isan
3858,A Pong Mae Sunee,Phuket,20.0,20.0,THB,['Street Food'],98.3875385,7.8858698,20.0,0.5800000000000001,0.5800000000000001,0.5800000000000001,Low,Low,Low,Thailand,Street Food
3859,One Chun,Phuket,650.0,650.0,THB,['Southern Thai'],98.3906815,7.8858131,650.0,18.85,18.85,18.85,Low,Low,Low,Thailand,Southern Thai
3860,Raya,Phuket,800.0,800.0,THB,['Southern Thai'],98.39095,7.885974,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Southern Thai
3861,Chom Chan,Phuket,800.0,800.0,THB,['Southern Thai'],98.38205,7.900388,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Southern Thai
3862,The Charm Dining Gallery,Phuket,200.0,900.0,THB,['Southern Thai'],98.3860608,7.886465,550.0,5.800000000000001,26.1,15.950000000000001,Low,Low,Low,Thailand,Southern Thai
3863,Kha Mu Boran (Kathu),Phuket,70.0,70.0,THB,['Street Food'],98.344072,7.9167528,70.0,2.0300000000000002,2.0300000000000002,2.0300000000000002,Low,Low,Low,Thailand,Street Food
3864,Ta Tuay,Phuket,700.0,700.0,THB,['Southern Thai'],98.29896,8.197292,700.0,20.3,20.3,20.3,Low,Low,Low,Thailand,Southern Thai
3865,Krua Kao Kuk,Phuket,550.0,550.0,THB,['Southern Thai'],98.3802222,7.8805493,550.0,15.950000000000001,15.950000000000001,15.950000000000001,Low,Low,Low,Thailand,Southern Thai
3866,Pathongko Mae Pranee,Phuket,20.0,20.0,THB,['Street Food'],98.3672688,7.8810304,20.0,0.5800000000000001,0.5800000000000001,0.5800000000000001,Low,Low,Low,Thailand,Street Food
3867,Surf & Turf by Soul Kitchen,Phuket,1.5,1.5,THB,['European Contemporary'],98.39034,7.883692,1.5,0.043500000000000004,0.043500000000000004,0.043500000000000004,Low,Low,Low,Thailand,European Contemporary
3868,Chuan Chim,Phuket,320.0,320.0,THB,['Street Food'],98.3927229,7.8829151,320.0,9.280000000000001,9.280000000000001,9.280000000000001,Low,Low,Low,Thailand,Street Food
3869,Tu Kab Khao,Phuket,1.0,1.0,THB,['Southern Thai'],98.38796,7.883687,1.0,0.029,0.029,0.029,Low,Low,Low,Thailand,Southern Thai
3870,Hong Khao Tom Pla,Phuket,450.0,450.0,THB,['Street Food'],98.39319,7.876695,450.0,13.05,13.05,13.05,Low,Low,Low,Thailand,Street Food
3871,Toh-Daeng by Baan Ar-Jor Museum Home,Phuket,1.0,1.0,THB,['Thai'],98.3053099,8.1570668,1.0,0.029,0.029,0.029,Low,Low,Low,Thailand,Thai
3872,Mor Mu Dong,Phuket,400.0,400.0,THB,['Thai'],98.37198,7.843128,400.0,11.600000000000001,11.600000000000001,11.600000000000001,Low,Low,Low,Thailand,Thai
3873,Go Benz,Phuket,120.0,120.0,THB,['Street Food'],98.3825047,7.8848922,120.0,3.48,3.48,3.48,Low,Low,Low,Thailand,Street Food
3874,Naam Yoi,Phuket,500.0,500.0,THB,['Southern Thai'],98.4031906,7.9008966,500.0,14.5,14.5,14.5,Low,Low,Low,Thailand,Southern Thai
3875,Roti Taew Nam,Phuket,80.0,80.0,THB,['Street Food'],98.3908847,7.8850067,80.0,2.3200000000000003,2.3200000000000003,2.3200000000000003,Low,Low,Low,Thailand,Street Food
3876,Kin-Kub-Ei,Phuket,700.0,700.0,THB,['Southern Thai'],98.3335225,7.9801073,700.0,20.3,20.3,20.3,Low,Low,Low,Thailand,Southern Thai
3877,Mook Manee,Phuket,1.0,1.0,THB,['Seafood'],98.3278229,7.7757349,1.0,0.029,0.029,0.029,Low,Low,Low,Thailand,Seafood
3878,Khanom Chin Pa Son,Phang-Nga,70.0,70.0,THB,['Street Food'],98.5328638,8.466571,70.0,2.0300000000000002,2.0300000000000002,2.0300000000000002,Low,Low,Low,Thailand,Street Food
3879,Hok Kee Lao,Phang-Nga,800.0,800.0,THB,['Thai-Chinese'],98.3462373,8.8690419,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Thai-Chinese
3880,Takola,Phang-Nga,1.2,1.2,THB,['Thai'],98.2413889,8.6950787,1.2,0.0348,0.0348,0.0348,Low,Low,Low,Thailand,Thai
3881,Nai Mueang,Phang-Nga,400.0,400.0,THB,['Southern Thai'],98.2542178,8.6601349,400.0,11.600000000000001,11.600000000000001,11.600000000000001,Low,Low,Low,Thailand,Southern Thai
3882,Khok Kloi Bami Tom Yam Khai,Phang-Nga,60.0,60.0,THB,['Street Food'],98.3052386,8.276927,60.0,1.74,1.74,1.74,Low,Low,Low,Thailand,Street Food
3883,Celler d'en Toni,Andorra la Vella,72.0,72.0,EUR,['Contemporary'],1.531772,42.507145,72.0,76.14720000000001,76.14720000000001,76.14720000000001,Highest,High,High,Andorra,Contemporary
3884,Brasa,Macedo de Cavaleiros,40.0,40.0,EUR,['French Contemporary'],-6.96567,41.53726,40.0,42.304,42.304,42.304,High,Medium,Medium,Portugal,French Contemporary
3885,Taberna A Laranjinha,Covilhã,35.0,35.0,EUR,['Regional Cuisine'],-7.5049872,40.280586,35.0,37.016000000000005,37.016000000000005,37.016000000000005,Medium,Medium,Medium,Portugal,Regional Cuisine
3886,Dom Joaquim,Évora,40.0,40.0,EUR,['Regional Cuisine'],-7.9145034,38.5708721,40.0,42.304,42.304,42.304,High,Medium,Medium,Portugal,Regional Cuisine
3887,Casa Mattos,Salreu,45.0,45.0,EUR,['Regional Cuisine'],-8.5606375,40.7309927,45.0,47.592000000000006,47.592000000000006,47.592000000000006,High,Medium,Medium,Portugal,Regional Cuisine
3888,Mário Luso,Carvalhos,35.0,35.0,EUR,['Traditional Cuisine'],-8.5710012,41.0650151,35.0,37.016000000000005,37.016000000000005,37.016000000000005,Medium,Medium,Medium,Portugal,Traditional Cuisine
3889,Solar do Forcado,Portalegre,35.0,35.0,EUR,['Traditional Cuisine'],-7.4294786,39.2907546,35.0,37.016000000000005,37.016000000000005,37.016000000000005,Medium,Medium,Medium,Portugal,Traditional Cuisine
3890,Machado,Nogueira,15.0,25.0,EUR,['Traditional Cuisine'],-8.5912502,41.2404799,20.0,15.864,26.44,21.152,Low,Low,Low,Portugal,Traditional Cuisine
3891,Camelo,Santa Marta de Portuzelo,35.0,35.0,EUR,['Regional Cuisine'],-8.772368,41.7093706,35.0,37.016000000000005,37.016000000000005,37.016000000000005,Medium,Medium,Medium,Portugal,Regional Cuisine
3892,Marquês de Marialva,Cantanhede,32.0,35.0,EUR,['Traditional Cuisine'],-8.59263,40.34865,33.5,33.8432,37.016000000000005,35.4296,Medium,Medium,Medium,Portugal,Traditional Cuisine
3893,3 Pipos,Tonda,35.0,35.0,EUR,['Regional Cuisine'],-8.0718486,40.4971827,35.0,37.016000000000005,37.016000000000005,37.016000000000005,Medium,Medium,Medium,Portugal,Regional Cuisine
3894,Casa Chef Victor Felisberto,Abrantes,10.0,40.0,EUR,['Contemporary'],-8.1764899,39.4768532,25.0,10.576,42.304,26.44,Low,Medium,Low,Portugal,Contemporary
3895,Xtoria,Setúbal,16.0,33.0,EUR,['Contemporary'],-8.9010617,38.52043,24.5,16.9216,34.900800000000004,25.9112,Low,Medium,Low,Portugal,Contemporary
3896,O Marinheiro,Albufeira,40.0,40.0,EUR,['Traditional Cuisine'],-8.2918132,37.0797652,40.0,42.304,42.304,42.304,High,Medium,Medium,Portugal,Traditional Cuisine
3897,Tasca do Zé Tuga,Bragança,53.0,80.0,EUR,['Traditional Cuisine'],-6.7485414,41.8034835,66.5,56.052800000000005,84.608,70.33040000000001,High,High,High,Portugal,Traditional Cuisine
3898,O Javali,Bragança,35.0,45.0,EUR,['Regional Cuisine'],-6.7476006,41.83615,40.0,37.016000000000005,47.592000000000006,42.304,Medium,Medium,Medium,Portugal,Regional Cuisine
3899,Le Babachris,Guimaraes,19.0,35.0,EUR,['Mediterranean Cuisine'],-8.2972531,41.4419757,27.0,20.0944,37.016000000000005,28.555200000000003,Low,Medium,Low,Portugal,Mediterranean Cuisine
3900,Tasquinha da Linda,Viana do Castelo,25.0,48.0,EUR,['Seafood'],-8.8366845,41.6887829,36.5,26.44,50.76480000000001,38.6024,Medium,Medium,Medium,Portugal,Seafood
3901,Carvalho,Chaves,20.0,30.0,EUR,['Traditional Cuisine'],-7.4705264,41.7379667,25.0,21.152,31.728,26.44,Low,Medium,Low,Portugal,Traditional Cuisine
3902,Solar do Bacalhau,Coimbra,10.0,35.0,EUR,['Portuguese'],-8.4309703,40.2085689,22.5,10.576,37.016000000000005,23.796000000000003,Low,Medium,Low,Portugal,Portuguese
3903,Dóri,Costa Nova do Prado,20.0,45.0,EUR,['Seafood'],-8.7495746,40.6111673,32.5,21.152,47.592000000000006,34.372,Low,Medium,Medium,Portugal,Seafood
3904,O Típico,Águeda,35.0,35.0,EUR,['Traditional Cuisine'],-8.4427506,40.5761576,35.0,37.016000000000005,37.016000000000005,37.016000000000005,Medium,Medium,Medium,Portugal,Traditional Cuisine
3905,A Bolota,Terrugem,25.0,35.0,EUR,['Cuisine from Alentejo'],-7.3476562,38.847204,30.0,26.44,37.016000000000005,31.728,Medium,Medium,Medium,Portugal,Cuisine from Alentejo
3906,CHECK-In Faro,Faro,40.0,70.0,EUR,['Creative'],-7.9361082,37.0169438,55.0,42.304,74.03200000000001,58.168000000000006,High,High,High,Portugal,Creative
3907,Avista,Funchal,50.0,50.0,EUR,['Mediterranean Cuisine'],-16.925279,32.6398651,50.0,52.88,52.88,52.88,High,Medium,Medium,Portugal,Mediterranean Cuisine
3908,Casal da Penha,Funchal,55.0,55.0,EUR,['Portuguese'],-16.919317,32.642883,55.0,58.168000000000006,58.168000000000006,58.168000000000006,High,Medium,High,Portugal,Portuguese
3909,Avenida,Lagos,69.0,69.0,EUR,['Modern Cuisine'],-8.6752408,37.1075518,69.0,72.9744,72.9744,72.9744,High,High,High,Portugal,Modern Cuisine
3910,Pedra Furada,Pedra Furada,10.0,40.0,EUR,['Regional Cuisine'],-8.6334736,41.4732576,25.0,10.576,42.304,26.44,Low,Medium,Low,Portugal,Regional Cuisine
3911,Vila do Peixe,Câmara de Lobos,25.0,60.0,EUR,['Seafood'],-16.9747188,32.6492737,42.5,26.44,63.456,44.94800000000001,Medium,Medium,Medium,Portugal,Seafood
3912,In Diferente,Porto,40.0,50.0,EUR,['International'],-8.6768849,41.1554566,45.0,42.304,52.88,47.592000000000006,High,Medium,Medium,Portugal,International
3913,O Parreirinha,Tercena,35.0,35.0,EUR,['Portuguese'],-9.2845387,38.7453715,35.0,37.016000000000005,37.016000000000005,37.016000000000005,Medium,Medium,Medium,Portugal,Portuguese
3914,Ó Balcão,Santarém,45.0,75.0,EUR,['Modern Cuisine'],-8.6858779,39.2318525,60.0,47.592000000000006,79.32000000000001,63.456,High,High,High,Portugal,Modern Cuisine
3915,O Frade,Lisbon,50.0,60.0,EUR,['Regional Cuisine'],-9.1993882,38.6978416,55.0,52.88,63.456,58.168000000000006,High,Medium,High,Portugal,Regional Cuisine
3916,Solar dos Nunes,Lisbon,42.0,42.0,EUR,['Traditional Cuisine'],-9.1805237,38.7053894,42.0,44.419200000000004,44.419200000000004,44.419200000000004,High,Medium,Medium,Portugal,Traditional Cuisine
3917,Arkhe,Lisbon,75.0,75.0,EUR,['Vegetarian'],-9.1514318,38.7085251,75.0,79.32000000000001,79.32000000000001,79.32000000000001,Highest,High,High,Portugal,Vegetarian
3918,Saraiva's,Lisbon,14.0,35.0,EUR,['International'],-9.1524495,38.7318067,24.5,14.806400000000002,37.016000000000005,25.9112,Low,Medium,Low,Portugal,International
3919,Casinha Velha,Marrazes,50.0,50.0,EUR,['Portuguese'],-8.8102638,39.7594215,50.0,52.88,52.88,52.88,High,Medium,Medium,Portugal,Portuguese
3920,Arohaz,Zahora,45.0,45.0,EUR,['Modern Cuisine'],-6.0359501,36.2006934,45.0,47.592000000000006,47.592000000000006,47.592000000000006,High,Medium,Medium,Spain,Modern Cuisine
3921,Arrieros,Linares de la Sierra,38.0,48.0,EUR,['Regional Cuisine'],-6.62185,37.8793,43.0,40.1888,50.76480000000001,45.476800000000004,Medium,Medium,Medium,Spain,Regional Cuisine
3922,Deli,Montellano,16.0,50.0,EUR,['Traditional Cuisine'],-5.5734199,36.9951721,33.0,16.9216,52.88,34.900800000000004,Low,Medium,Medium,Spain,Traditional Cuisine
3923,La Cocina del Principal,Sos del Rey Católico,55.0,55.0,EUR,['Traditional Cuisine'],-1.2153216,42.4954434,55.0,58.168000000000006,58.168000000000006,58.168000000000006,High,Medium,High,Spain,Traditional Cuisine
3924,Casa Dirección,Valverde del Camino,37.0,47.0,EUR,['Market Cuisine'],-6.7514703,37.5806694,42.0,39.13120000000001,49.70720000000001,44.419200000000004,Medium,Medium,Medium,Spain,Market Cuisine
3925,Casa Brigante,Lerma,45.0,45.0,EUR,"['Regional Cuisine', 'Castilian']",-3.7561794,42.0260172,45.0,47.592000000000006,47.592000000000006,47.592000000000006,High,Medium,Medium,Spain,Regional Cuisine
3926,Finca Alfoliz,Aljaraque,45.0,45.0,EUR,['Traditional Cuisine'],-7.044933,37.2935619,45.0,47.592000000000006,47.592000000000006,47.592000000000006,High,Medium,Medium,Spain,Traditional Cuisine
3927,Elías,Xinorlet,45.0,75.0,EUR,['Regional Cuisine'],-0.9605619,38.415276,60.0,47.592000000000006,79.32000000000001,63.456,High,High,High,Spain,Regional Cuisine
3928,Posada Torre Berrueza,Espinosa de los Monteros,45.0,45.0,EUR,['Traditional Cuisine'],-3.5488431,43.0766771,45.0,47.592000000000006,47.592000000000006,47.592000000000006,High,Medium,Medium,Spain,Traditional Cuisine
3929,La Cartería,Cartes,22.0,55.0,EUR,"['Traditional Cuisine', 'Modern Cuisine']",-4.0687364,43.3264173,38.5,23.267200000000003,58.168000000000006,40.717600000000004,Medium,Medium,Medium,Spain,Traditional Cuisine
3930,Del Oso,Cosgaya,40.0,40.0,EUR,['Home Cooking'],-4.7297281,43.1150441,40.0,42.304,42.304,42.304,High,Medium,Medium,Spain,Home Cooking
3931,Aires de Doñana,El Rocío,40.0,40.0,EUR,['Traditional Cuisine'],-6.4901517,37.1308369,40.0,42.304,42.304,42.304,High,Medium,Medium,Spain,Traditional Cuisine
3932,El Buey,Almoradí,38.0,40.0,EUR,['Traditional Cuisine'],-0.7974394,38.1067896,39.0,40.1888,42.304,41.2464,Medium,Medium,Medium,Spain,Traditional Cuisine
3933,La Alquería,Ráfales,35.0,45.0,EUR,"['Contemporary', 'Regional Cuisine']",0.0203601,40.8375465,40.0,37.016000000000005,47.592000000000006,42.304,Medium,Medium,Medium,Spain,Contemporary
3934,La Teja Azul,Villena,36.0,60.0,EUR,['Traditional Cuisine'],-0.8681,38.634167,48.0,38.073600000000006,63.456,50.76480000000001,Medium,Medium,Medium,Spain,Traditional Cuisine
3935,Txulotxo,Pasai Donibane,25.0,52.0,EUR,['Seafood'],-1.9199004,43.326339,38.5,26.44,54.995200000000004,40.717600000000004,Medium,Medium,Medium,Spain,Seafood
3936,La Capilleta,Plan,19.0,60.0,EUR,['Contemporary'],0.3367735,42.5801078,39.5,20.0944,63.456,41.775200000000005,Low,Medium,Medium,Spain,Contemporary
3937,De Galo,Covarrubias,20.0,40.0,EUR,['Traditional Cuisine'],-3.5196058,42.0593941,30.0,21.152,42.304,31.728,Low,Medium,Medium,Spain,Traditional Cuisine
3938,Granero,Quintanar de la Orden,10.0,48.0,EUR,['Traditional Cuisine'],-3.0474651,39.5966829,29.0,10.576,50.76480000000001,30.670400000000004,Low,Medium,Medium,Spain,Traditional Cuisine
3939,Mesón el Centro,Puerto de Vega,35.0,50.0,EUR,['Traditional Cuisine'],-6.6467007,43.5651474,42.5,37.016000000000005,52.88,44.94800000000001,Medium,Medium,Medium,Spain,Traditional Cuisine
3940,L'Algadir del Delta,Amposta,40.0,45.0,EUR,"['Traditional Cuisine', 'Creative']",0.6878907,40.646976,42.5,42.304,47.592000000000006,44.94800000000001,High,Medium,Medium,Spain,Traditional Cuisine
3941,Coscolo,Castrillo de los Polvazares,23.0,23.0,EUR,"['Traditional Cuisine', 'Regional Cuisine']",-6.128479,42.4643866,23.0,24.324800000000003,24.324800000000003,24.324800000000003,Medium,Low,Low,Spain,Traditional Cuisine
3942,Cal Xirricló,Balaguer,19.0,65.0,EUR,"['Creative', 'Traditional Cuisine']",0.8098389,41.7884063,42.0,20.0944,68.744,44.419200000000004,Low,High,Medium,Spain,Creative
3943,Villa Verde,Ponte Ulla,35.0,90.0,EUR,['Traditional Cuisine'],-8.4029773,42.7800791,62.5,37.016000000000005,95.18400000000001,66.10000000000001,Medium,High,High,Spain,Traditional Cuisine
3944,Carmen,Binéfar,13.0,50.0,EUR,"['Seasonal Cuisine', 'Market Cuisine']",0.2928459,41.8515864,31.5,13.748800000000001,52.88,33.314400000000006,Low,Medium,Medium,Spain,Seasonal Cuisine
3945,Donamaria'ko Benta,Donamaria,40.0,40.0,EUR,['Traditional Cuisine'],-1.6862454,43.1059274,40.0,42.304,42.304,42.304,High,Medium,Medium,Spain,Traditional Cuisine
3946,Casa Farpón,Mamorana,50.0,75.0,EUR,['Traditional Cuisine'],-5.8318869,43.1393643,62.5,52.88,79.32000000000001,66.10000000000001,High,High,High,Spain,Traditional Cuisine
